Year,Q&A,수식,QNA
2024,Q135 주사제 투여를 위해 바이알과 주사기를 연결시켜 주는 바이알 어댑터의 의료기기 협의 의뢰 대상 여부와 제출자료 면제 항목이 있는지 궁금합니다. 문의하신 바이알 어댑터의 경우 '의약품 품목허가 신청서 중 의료기기(첨부물) 심사 및 검토의뢰 절차'에 따른 협의 의뢰 대상으로 판단됩니다. 제출자료는 「의료기기 허가·신고·심사 등에 관한 규정」 제8조부터 제18조에 관한 기재 사항의 변경 여부에 따라 달라질 수 있음을 알려드립니다. ※ 2024년 9월 현재의 유효한 법규를 토대로 작성되었으므로 이후 최신 개정 법규 내용 및 구체적인 사실관계에 따라 달리 적용될 수 있음을 알려드립니다.,2024 Q135 주사제 투여를 위해 바이알과 주사기를 연결시켜 주는 바이알 어댑터의 의료기기 협의 의뢰 대상 여부와 제출자료 면제 항목이 있는지 궁금합니다. 문의하신 바이알 어댑터의 경우 '의약품 품목허가 신청서 중 의료기기(첨부물) 심사 및 검토의뢰 절차'에 따른 협의 의뢰 대상으로 판단됩니다. 제출자료는 「의료기기 허가·신고·심사 등에 관한 규정」 제8조부터 제18조에 관한 기재 사항의 변경 여부에 따라 달라질 수 있음을 알려드립니다. ※ 2024년 9월 현재의 유효한 법규를 토대로 작성되었으므로 이후 최신 개정 법규 내용 및 구체적인 사실관계에 따라 달리 적용될 수 있음을 알려드립니다.,2024 Q135 주사제 투여를 위해 바이알과 주사기를 연결시켜 주는 바이알 어댑터의 의료기기 협의 의뢰 대상 여부와 제출자료 면제 항목이 있는지 궁금합니다. 문의하신 바이알 어댑터의 경우 '의약품 품목허가 신청서 중 의료기기(첨부물) 심사 및 검토의뢰 절차'에 따른 협의 의뢰 대상으로 판단됩니다. 제출자료는 「의료기기 허가·신고·심사 등에 관한 규정」 제8조부터 제18조에 관한 기재 사항의 변경 여부에 따라 달라질 수 있음을 알려드립니다. ※ 2024년 9월 현재의 유효한 법규를 토대로 작성되었으므로 이후 최신 개정 법규 내용 및 구체적인 사실관계에 따라 달리 적용될 수 있음을 알려드립니다.
2024,"Q136 식약처에서 허가된 줄기세포치료제를 어디에서 확인할 수 있나요? 「첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률」 제23조, 「첨단 바이오의약품 안전 및 지원에 관한 규칙」 제12조 및 제24조 및 「첨단바이오의약품의 품목허가·심사 규정」 제8조에 따라 첨단바이오의약품의 제조판매품목과 수입품목을 허가히고 있습니다. - 의약품안전나라(nedrug.mfds.go.kr)>@ 의약품등 정보검색>@ 상세검색에서 제품명에 ""줄기세포""를 엽력하고 검색하면 식약처에서 허가된 줄기세포치료제를 확인할 수 있습니다.104 ","2024 Q136 식약처에서 허가된 줄기세포치료제를 어디에서 확인할 수 있나요? 「첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률」 제23조, 「첨단 바이오의약품 안전 및 지원에 관한 규칙」 제12조 및 제24조 및 「첨단바이오의약품의 품목허가·심사 규정」 제8조에 따라 첨단바이오의약품의 제조판매품목과 수입품목을 허가히고 있습니다. - 의약품안전나라(nedrug.mfds.go.kr)>@ 의약품등 정보검색>@ 상세검색에서 제품명에 ""줄기세포""를 엽력하고 검색하면 식약처에서 허가된 줄기세포치료제를 확인할 수 있습니다.104 ","2024 Q136 식약처에서 허가된 줄기세포치료제를 어디에서 확인할 수 있나요? 「첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률」 제23조, 「첨단 바이오의약품 안전 및 지원에 관한 규칙」 제12조 및 제24조 및 「첨단바이오의약품의 품목허가·심사 규정」 제8조에 따라 첨단바이오의약품의 제조판매품목과 수입품목을 허가히고 있습니다. - 의약품안전나라(nedrug.mfds.go.kr)>@ 의약품등 정보검색>@ 상세검색에서 제품명에 ""줄기세포""를 엽력하고 검색하면 식약처에서 허가된 줄기세포치료제를 확인할 수 있습니다.104 "
2024,"Q137 얼마전에 TV(YTN)로 봤는데, 최신형 '비만 주사'는 언제쯤 도입되나요? 식약처는 안전성, 유효성 및 품질이 확보된 의약품이 국내에서 사용될 수 있도록 제조업자 또는 수입자의 의약품 품목허가 신청 시 관련 규정에 따른 허가·심사 업무를 담당하고 있습니다. - 질의하신 '위고비프리필드펜(세마글루티드)' 6개 품목은 관련 규정에 따라 심사 완료되어 2023.4.27.자로 국내에 허가되었습니다. - 다만, 해당 의약품의 시판 시기(출시)에 관한 사항은 품목허가를 받은 자(노보 노디스크제약(주))의 소관 사항으로 식약처에서 관리하는 사항에 해당하지 않아 답변드리지 못하는 점 양해있으시길 바랍니다.","2024 Q137 얼마전에 TV(YTN)로 봤는데, 최신형 '비만 주사'는 언제쯤 도입되나요? 식약처는 안전성, 유효성 및 품질이 확보된 의약품이 국내에서 사용될 수 있도록 제조업자 또는 수입자의 의약품 품목허가 신청 시 관련 규정에 따른 허가·심사 업무를 담당하고 있습니다. - 질의하신 '위고비프리필드펜(세마글루티드)' 6개 품목은 관련 규정에 따라 심사 완료되어 2023.4.27.자로 국내에 허가되었습니다. - 다만, 해당 의약품의 시판 시기(출시)에 관한 사항은 품목허가를 받은 자(노보 노디스크제약(주))의 소관 사항으로 식약처에서 관리하는 사항에 해당하지 않아 답변드리지 못하는 점 양해있으시길 바랍니다.","2024 Q137 얼마전에 TV(YTN)로 봤는데, 최신형 '비만 주사'는 언제쯤 도입되나요? 식약처는 안전성, 유효성 및 품질이 확보된 의약품이 국내에서 사용될 수 있도록 제조업자 또는 수입자의 의약품 품목허가 신청 시 관련 규정에 따른 허가·심사 업무를 담당하고 있습니다. - 질의하신 '위고비프리필드펜(세마글루티드)' 6개 품목은 관련 규정에 따라 심사 완료되어 2023.4.27.자로 국내에 허가되었습니다. - 다만, 해당 의약품의 시판 시기(출시)에 관한 사항은 품목허가를 받은 자(노보 노디스크제약(주))의 소관 사항으로 식약처에서 관리하는 사항에 해당하지 않아 답변드리지 못하는 점 양해있으시길 바랍니다."
2024,"Q138 희귀의약품 지정을 받은 유전자치료제의 경우, 가교자료 제출 면제 대상인가요? 희귀의약품으로 지정받은 유전자치료제는 「첨단바이오의약품의 품목허가·심사 규정」 (식품의약품안전처 고시) 제19조제2호 및 「생물학적제제 등의 품목허가·심사 규정」 (식품의약품안전처고시) [별표 9]에서 정한 바와 같이 가교자료 제출 대상이 아님을 알려드립니다. 1 05 제2장. 바이오의약품 제조 및 품질관리","2024 Q138 희귀의약품 지정을 받은 유전자치료제의 경우, 가교자료 제출 면제 대상인가요? 희귀의약품으로 지정받은 유전자치료제는 「첨단바이오의약품의 품목허가·심사 규정」 (식품의약품안전처 고시) 제19조제2호 및 「생물학적제제 등의 품목허가·심사 규정」 (식품의약품안전처고시) [별표 9]에서 정한 바와 같이 가교자료 제출 대상이 아님을 알려드립니다. 1 05 제2장. 바이오의약품 제조 및 품질관리","2024 Q138 희귀의약품 지정을 받은 유전자치료제의 경우, 가교자료 제출 면제 대상인가요? 희귀의약품으로 지정받은 유전자치료제는 「첨단바이오의약품의 품목허가·심사 규정」 (식품의약품안전처 고시) 제19조제2호 및 「생물학적제제 등의 품목허가·심사 규정」 (식품의약품안전처고시) [별표 9]에서 정한 바와 같이 가교자료 제출 대상이 아님을 알려드립니다. 1 05 제2장. 바이오의약품 제조 및 품질관리"
2024,"Q139 바이오의약품(주사제) 제조소 내 시험실에 사용중인 무균시험 장비에 대해 동일한 제조원, 동일한 모델(기능적 변경 없음)을 추가하는 경우, 장비 적격성평가 (IQ, OQ, PQ)를 통해 자체 변경관리가 가능한가요? 의약품 제조업자는 「의약품 등의 안전에 관한 규칙」 [별표 1] 제12호(변경관리) 가목에 따라 기계설비, 원자재, 제조공정, 시험방법 등을 변경할 경우에는 제품의 품질 또는 공정의 재현성에 미치는 영향을 검토하여야 하고, 충분한 데이터에 의하여 품질관리기준에 맞는 제품을 제조한다는 것을 확인하고 문서화하여야 하되, 필요한 경우에는 밸리데이션과 안정성 시험 및 원자재의 제조업자 평가 등을 실시 하여야 합니다. 또한 변경된 내용을 실시할 경우에는 관련 문서의 개정, 작업원에 대한 교육, 훈련 등의 필요한 조치를 수립하여 시행하여야 합니다. 따라서, 문의하신 제조소 내 시험실 내에서 사용중인 시험장비와 동일한 시험 장비를 추가하는 경우에도 동 규정에 따라 변경관리를 시행하고 문서화하여야 함을 알려드립니다.106 ","2024 Q139 바이오의약품(주사제) 제조소 내 시험실에 사용중인 무균시험 장비에 대해 동일한 제조원, 동일한 모델(기능적 변경 없음)을 추가하는 경우, 장비 적격성평가 (IQ, OQ, PQ)를 통해 자체 변경관리가 가능한가요? 의약품 제조업자는 「의약품 등의 안전에 관한 규칙」 [별표 1] 제12호(변경관리) 가목에 따라 기계설비, 원자재, 제조공정, 시험방법 등을 변경할 경우에는 제품의 품질 또는 공정의 재현성에 미치는 영향을 검토하여야 하고, 충분한 데이터에 의하여 품질관리기준에 맞는 제품을 제조한다는 것을 확인하고 문서화하여야 하되, 필요한 경우에는 밸리데이션과 안정성 시험 및 원자재의 제조업자 평가 등을 실시 하여야 합니다. 또한 변경된 내용을 실시할 경우에는 관련 문서의 개정, 작업원에 대한 교육, 훈련 등의 필요한 조치를 수립하여 시행하여야 합니다. 따라서, 문의하신 제조소 내 시험실 내에서 사용중인 시험장비와 동일한 시험 장비를 추가하는 경우에도 동 규정에 따라 변경관리를 시행하고 문서화하여야 함을 알려드립니다.106 ","2024 Q139 바이오의약품(주사제) 제조소 내 시험실에 사용중인 무균시험 장비에 대해 동일한 제조원, 동일한 모델(기능적 변경 없음)을 추가하는 경우, 장비 적격성평가 (IQ, OQ, PQ)를 통해 자체 변경관리가 가능한가요? 의약품 제조업자는 「의약품 등의 안전에 관한 규칙」 [별표 1] 제12호(변경관리) 가목에 따라 기계설비, 원자재, 제조공정, 시험방법 등을 변경할 경우에는 제품의 품질 또는 공정의 재현성에 미치는 영향을 검토하여야 하고, 충분한 데이터에 의하여 품질관리기준에 맞는 제품을 제조한다는 것을 확인하고 문서화하여야 하되, 필요한 경우에는 밸리데이션과 안정성 시험 및 원자재의 제조업자 평가 등을 실시 하여야 합니다. 또한 변경된 내용을 실시할 경우에는 관련 문서의 개정, 작업원에 대한 교육, 훈련 등의 필요한 조치를 수립하여 시행하여야 합니다. 따라서, 문의하신 제조소 내 시험실 내에서 사용중인 시험장비와 동일한 시험 장비를 추가하는 경우에도 동 규정에 따라 변경관리를 시행하고 문서화하여야 함을 알려드립니다.106 "
2024,"Q140 바이오의약품 전문 수탁 제조업체 GMP 평가 관련, 필수 구비 자료에 해당 하는 제조 실적과 관련하여 원칙적으로 최소 3개 제조단위 이상의 수탁제조 공정(원료 및 완제의약품, 일부 공정 포함) 실적을 제출해야 하는데, 동일한 제품이나, 충전량만 1 mL 2배치와 3 mL 1배치의 시험 생산(Egineering run) 자료도 제조실적자료로 가능한가요? 질의하신 시험생산을 위한 제품에 대한 정보(제형, 주성분, 제조공정 등)가 자세 하지 않아 명확한 답변이 어려운 점 양해있으시기를 바랍니다. 「바이오의약품 전문수탁 제조업체 GMP 평가 절차」에 따라 제출하는 3개 제조단위의 실적은 「의약품 등의 안전에 관한 규칙」 [별표 1] 6.2 공정 밸리데이션 다목에 따라 품목별(무균제제 무균공정의 경우에는 공정별)로 실시하여야 합니다. - 다만, 주성분, 농도, 제형, 제조공정 및 제조시설이 모두 동일하며, 충전량만 상이한 의약품인 경우 배지충전시험(Midea Fill Simulation) 계획서 및 보고 서에 제품의 모든 충전량에 대한 검증내용이 포함된 경우, 최악 조건(1개 이상)의 품목을 선정·실시하면 PV 자료로 검토가 가능하며, 매트릭스법에 따른 공정밸리데이션 자료를 제출 시에도 검토가 가능함을 알려드립니다. 1 07","2024 Q140 바이오의약품 전문 수탁 제조업체 GMP 평가 관련, 필수 구비 자료에 해당 하는 제조 실적과 관련하여 원칙적으로 최소 3개 제조단위 이상의 수탁제조 공정(원료 및 완제의약품, 일부 공정 포함) 실적을 제출해야 하는데, 동일한 제품이나, 충전량만 1 mL 2배치와 3 mL 1배치의 시험 생산(Egineering run) 자료도 제조실적자료로 가능한가요? 질의하신 시험생산을 위한 제품에 대한 정보(제형, 주성분, 제조공정 등)가 자세 하지 않아 명확한 답변이 어려운 점 양해있으시기를 바랍니다. 「바이오의약품 전문수탁 제조업체 GMP 평가 절차」에 따라 제출하는 3개 제조단위의 실적은 「의약품 등의 안전에 관한 규칙」 [별표 1] 6.2 공정 밸리데이션 다목에 따라 품목별(무균제제 무균공정의 경우에는 공정별)로 실시하여야 합니다. - 다만, 주성분, 농도, 제형, 제조공정 및 제조시설이 모두 동일하며, 충전량만 상이한 의약품인 경우 배지충전시험(Midea Fill Simulation) 계획서 및 보고 서에 제품의 모든 충전량에 대한 검증내용이 포함된 경우, 최악 조건(1개 이상)의 품목을 선정·실시하면 PV 자료로 검토가 가능하며, 매트릭스법에 따른 공정밸리데이션 자료를 제출 시에도 검토가 가능함을 알려드립니다. 1 07","2024 Q140 바이오의약품 전문 수탁 제조업체 GMP 평가 관련, 필수 구비 자료에 해당 하는 제조 실적과 관련하여 원칙적으로 최소 3개 제조단위 이상의 수탁제조 공정(원료 및 완제의약품, 일부 공정 포함) 실적을 제출해야 하는데, 동일한 제품이나, 충전량만 1 mL 2배치와 3 mL 1배치의 시험 생산(Egineering run) 자료도 제조실적자료로 가능한가요? 질의하신 시험생산을 위한 제품에 대한 정보(제형, 주성분, 제조공정 등)가 자세 하지 않아 명확한 답변이 어려운 점 양해있으시기를 바랍니다. 「바이오의약품 전문수탁 제조업체 GMP 평가 절차」에 따라 제출하는 3개 제조단위의 실적은 「의약품 등의 안전에 관한 규칙」 [별표 1] 6.2 공정 밸리데이션 다목에 따라 품목별(무균제제 무균공정의 경우에는 공정별)로 실시하여야 합니다. - 다만, 주성분, 농도, 제형, 제조공정 및 제조시설이 모두 동일하며, 충전량만 상이한 의약품인 경우 배지충전시험(Midea Fill Simulation) 계획서 및 보고 서에 제품의 모든 충전량에 대한 검증내용이 포함된 경우, 최악 조건(1개 이상)의 품목을 선정·실시하면 PV 자료로 검토가 가능하며, 매트릭스법에 따른 공정밸리데이션 자료를 제출 시에도 검토가 가능함을 알려드립니다. 1 07"
2024,"Q141 의약품 제조업 허가를 받은 생물의약품 제조시설에서 생산한 제품을 동물 보조사료로 등록하여 사용할 수 있는지와 가능하다면 한 생산시설에서 두 가지 허가 등록을 각각 진행해야 하나요? 「의약품 등의 제조업 및 수입자의 시설기준령」 제3조제3항에 따라 ‘의약품의 제조업허가 또는 의약외품의 제조업신고를 한 자는 의약품등 상호 간에 오염될 우려가 없는 경우에는 해당 의약품등의 제조소 시설을 다른 의약품등의 제조소 시설로 갈음할 수 있다’고 정하고 있습니다. - 또한, 농림축산식품부 소관 「동물 약국 및 동물용 의약품등의 제조업·수입자와 판매업의 시설 기준령」 (대통령령) 제4조제2항에 따르면 ‘「약사법」 제31조 제1항에 따라 의약품 제조업 허가를 받은 자가 「동물보호법」 제2조제7호에 따른 반려동물에만 사용하는 동물용 의약품을 제조하려는 경우 해당 법령에서 정하고 있는 유효성분으로 동물용 의약품을 제조하며 의약품 제조소 시설이 동물용 의약품 제조소의 시설 기준에 적합하고, 의약품과 동물용 의약품 상호 간에 오염될 우려가 없을 때에는 그 의약품의 제조소 시설로 동물용 의약품의 제조소 시설을 갈음할 수 있다’고 정하고 있습니다. - 질의하신 동물 보조사료 원료의 해당 법령 적용가능여부는 상기 법령 소관 부처인 농림축산식품부(조류인플루엔자방역과)에서 보다 자세한 답변이 가능할 것으로 생각됩니다.108 ","2024 Q141 의약품 제조업 허가를 받은 생물의약품 제조시설에서 생산한 제품을 동물 보조사료로 등록하여 사용할 수 있는지와 가능하다면 한 생산시설에서 두 가지 허가 등록을 각각 진행해야 하나요? 「의약품 등의 제조업 및 수입자의 시설기준령」 제3조제3항에 따라 ‘의약품의 제조업허가 또는 의약외품의 제조업신고를 한 자는 의약품등 상호 간에 오염될 우려가 없는 경우에는 해당 의약품등의 제조소 시설을 다른 의약품등의 제조소 시설로 갈음할 수 있다’고 정하고 있습니다. - 또한, 농림축산식품부 소관 「동물 약국 및 동물용 의약품등의 제조업·수입자와 판매업의 시설 기준령」 (대통령령) 제4조제2항에 따르면 ‘「약사법」 제31조 제1항에 따라 의약품 제조업 허가를 받은 자가 「동물보호법」 제2조제7호에 따른 반려동물에만 사용하는 동물용 의약품을 제조하려는 경우 해당 법령에서 정하고 있는 유효성분으로 동물용 의약품을 제조하며 의약품 제조소 시설이 동물용 의약품 제조소의 시설 기준에 적합하고, 의약품과 동물용 의약품 상호 간에 오염될 우려가 없을 때에는 그 의약품의 제조소 시설로 동물용 의약품의 제조소 시설을 갈음할 수 있다’고 정하고 있습니다. - 질의하신 동물 보조사료 원료의 해당 법령 적용가능여부는 상기 법령 소관 부처인 농림축산식품부(조류인플루엔자방역과)에서 보다 자세한 답변이 가능할 것으로 생각됩니다.108 ","2024 Q141 의약품 제조업 허가를 받은 생물의약품 제조시설에서 생산한 제품을 동물 보조사료로 등록하여 사용할 수 있는지와 가능하다면 한 생산시설에서 두 가지 허가 등록을 각각 진행해야 하나요? 「의약품 등의 제조업 및 수입자의 시설기준령」 제3조제3항에 따라 ‘의약품의 제조업허가 또는 의약외품의 제조업신고를 한 자는 의약품등 상호 간에 오염될 우려가 없는 경우에는 해당 의약품등의 제조소 시설을 다른 의약품등의 제조소 시설로 갈음할 수 있다’고 정하고 있습니다. - 또한, 농림축산식품부 소관 「동물 약국 및 동물용 의약품등의 제조업·수입자와 판매업의 시설 기준령」 (대통령령) 제4조제2항에 따르면 ‘「약사법」 제31조 제1항에 따라 의약품 제조업 허가를 받은 자가 「동물보호법」 제2조제7호에 따른 반려동물에만 사용하는 동물용 의약품을 제조하려는 경우 해당 법령에서 정하고 있는 유효성분으로 동물용 의약품을 제조하며 의약품 제조소 시설이 동물용 의약품 제조소의 시설 기준에 적합하고, 의약품과 동물용 의약품 상호 간에 오염될 우려가 없을 때에는 그 의약품의 제조소 시설로 동물용 의약품의 제조소 시설을 갈음할 수 있다’고 정하고 있습니다. - 질의하신 동물 보조사료 원료의 해당 법령 적용가능여부는 상기 법령 소관 부처인 농림축산식품부(조류인플루엔자방역과)에서 보다 자세한 답변이 가능할 것으로 생각됩니다.108 "
2024,"Q142 생물학적제제와 의료기기(미용 필러)의 2차 포장(직접 접촉하지 않는 포장) 시설을 ""공동으로 사용"" 가능한가요? 질의하신 내용중 작업소를 의료기기와 공동으로 사용하고자 하는 생물학적제제의 주성분 등 허가사항, 해당 작업소에서 수행하는 상세 제조공정 등이 제시되어야 정확한 답변이 가능함을 알려드리니 이점 양해 있으시기 바랍니다. 「의약품 등의 제조업 및 수입자의 시설기준령」 제5조에 따라 「의료기기법」 제6조에 따라 의료기기 제조업 허가를 받은 의약품 제조업자는 의료기기와 의약품 상호 간에 오염될 우려가 없는 범위에서 의약품의 제조시설 및 기구를 의료기기 제조에 이용할 수 있습니다. - 다만, 「의약품 등의 제조업 및 수입자의 시설기준령 시행규칙」 제2조제1항 제1호에 따라 생물학적 제제등의 작업소는 다른 제제의 작업소와 분리하는 것이 원칙이며, - 동 시행규칙 제2조제1항제1호 가목 또는 나목에 따라 생물학적 제제등이 분리하지 않을 수 있는 대상에 해당하는 경우에는 밸리데이션 등을 통하여 충분한 오염방지 대책을 마련하여야 할 것으로 판단됩니다. 1 09","2024 Q142 생물학적제제와 의료기기(미용 필러)의 2차 포장(직접 접촉하지 않는 포장) 시설을 ""공동으로 사용"" 가능한가요? 질의하신 내용중 작업소를 의료기기와 공동으로 사용하고자 하는 생물학적제제의 주성분 등 허가사항, 해당 작업소에서 수행하는 상세 제조공정 등이 제시되어야 정확한 답변이 가능함을 알려드리니 이점 양해 있으시기 바랍니다. 「의약품 등의 제조업 및 수입자의 시설기준령」 제5조에 따라 「의료기기법」 제6조에 따라 의료기기 제조업 허가를 받은 의약품 제조업자는 의료기기와 의약품 상호 간에 오염될 우려가 없는 범위에서 의약품의 제조시설 및 기구를 의료기기 제조에 이용할 수 있습니다. - 다만, 「의약품 등의 제조업 및 수입자의 시설기준령 시행규칙」 제2조제1항 제1호에 따라 생물학적 제제등의 작업소는 다른 제제의 작업소와 분리하는 것이 원칙이며, - 동 시행규칙 제2조제1항제1호 가목 또는 나목에 따라 생물학적 제제등이 분리하지 않을 수 있는 대상에 해당하는 경우에는 밸리데이션 등을 통하여 충분한 오염방지 대책을 마련하여야 할 것으로 판단됩니다. 1 09","2024 Q142 생물학적제제와 의료기기(미용 필러)의 2차 포장(직접 접촉하지 않는 포장) 시설을 ""공동으로 사용"" 가능한가요? 질의하신 내용중 작업소를 의료기기와 공동으로 사용하고자 하는 생물학적제제의 주성분 등 허가사항, 해당 작업소에서 수행하는 상세 제조공정 등이 제시되어야 정확한 답변이 가능함을 알려드리니 이점 양해 있으시기 바랍니다. 「의약품 등의 제조업 및 수입자의 시설기준령」 제5조에 따라 「의료기기법」 제6조에 따라 의료기기 제조업 허가를 받은 의약품 제조업자는 의료기기와 의약품 상호 간에 오염될 우려가 없는 범위에서 의약품의 제조시설 및 기구를 의료기기 제조에 이용할 수 있습니다. - 다만, 「의약품 등의 제조업 및 수입자의 시설기준령 시행규칙」 제2조제1항 제1호에 따라 생물학적 제제등의 작업소는 다른 제제의 작업소와 분리하는 것이 원칙이며, - 동 시행규칙 제2조제1항제1호 가목 또는 나목에 따라 생물학적 제제등이 분리하지 않을 수 있는 대상에 해당하는 경우에는 밸리데이션 등을 통하여 충분한 오염방지 대책을 마련하여야 할 것으로 판단됩니다. 1 09"
2024,"Q143 백신제제만을 취급하는 제약회사 수입관리자의 요건에 ""해외 4년제 대학의 관련학과 졸업자""도 포함되나요? 「약사법」 제36조제1항 및 제42조제5항, 「의약품 등의 안전에 관한 규칙」 제42조 1항 및 같은조 제9항 등에 따라 - 생물학적제제(백신 등)을 수입하는 수입업의 경우, 필요한 수의 약사·한약사를 두고 수입 업무를 관리하도록 하거나 식약처장의 승인을 받은 의사 또는 세균학적 지식을 가진 전문기술자에게 그 수입 업무를 관리하게 할 수 있습니다. '세균학적 지식을 가진 전문기술자'란 4년제 대학(4년제 이상의 대학을 포함)의 생화학·미생물학·생명공학·수의학 또는 그와 관련된 학과를 졸업한 자를 말하며, - 약사법령은 국내의 약사(藥事)에 관한 사항을 규율하고 있는 법률로, 위 규정 에서의 대학은 국내의 대학을 의미합니다.","2024 Q143 백신제제만을 취급하는 제약회사 수입관리자의 요건에 ""해외 4년제 대학의 관련학과 졸업자""도 포함되나요? 「약사법」 제36조제1항 및 제42조제5항, 「의약품 등의 안전에 관한 규칙」 제42조 1항 및 같은조 제9항 등에 따라 - 생물학적제제(백신 등)을 수입하는 수입업의 경우, 필요한 수의 약사·한약사를 두고 수입 업무를 관리하도록 하거나 식약처장의 승인을 받은 의사 또는 세균학적 지식을 가진 전문기술자에게 그 수입 업무를 관리하게 할 수 있습니다. '세균학적 지식을 가진 전문기술자'란 4년제 대학(4년제 이상의 대학을 포함)의 생화학·미생물학·생명공학·수의학 또는 그와 관련된 학과를 졸업한 자를 말하며, - 약사법령은 국내의 약사(藥事)에 관한 사항을 규율하고 있는 법률로, 위 규정 에서의 대학은 국내의 대학을 의미합니다.","2024 Q143 백신제제만을 취급하는 제약회사 수입관리자의 요건에 ""해외 4년제 대학의 관련학과 졸업자""도 포함되나요? 「약사법」 제36조제1항 및 제42조제5항, 「의약품 등의 안전에 관한 규칙」 제42조 1항 및 같은조 제9항 등에 따라 - 생물학적제제(백신 등)을 수입하는 수입업의 경우, 필요한 수의 약사·한약사를 두고 수입 업무를 관리하도록 하거나 식약처장의 승인을 받은 의사 또는 세균학적 지식을 가진 전문기술자에게 그 수입 업무를 관리하게 할 수 있습니다. '세균학적 지식을 가진 전문기술자'란 4년제 대학(4년제 이상의 대학을 포함)의 생화학·미생물학·생명공학·수의학 또는 그와 관련된 학과를 졸업한 자를 말하며, - 약사법령은 국내의 약사(藥事)에 관한 사항을 규율하고 있는 법률로, 위 규정 에서의 대학은 국내의 대학을 의미합니다."
2024,"Q144 의약품 수입자가 수행해야 하는 품질검사는 해외제조소에서 수입의약품의 출하 시 수행하는 모든 시험항목(기준 및 시험방법) 검사를 의미하나요? 의약품 수입자는 「약사법」 제42조제5항 및 제6항, 「의약품 등의 안전에 관한 규칙」 (총리령) 제60조제2항제1호에 따라 의약품등의 품질검사를 철저히 하고, 제6호에 따라 같은 규칙 제48조제9호의 구분에 동등하게 상응하는 해당 국가의 의약품 제조 및 품질관리기준(GMP)에 적합하게 제조된 의약품을 수입하여야 합니다. 또한, 동 규칙 (총리령) [별표 6의2]의 의약품등 수입관리기준을 준수하여 기준 및 시험방법을 포함하여 허가사항에 따른 제품표준서를 품목마다 작성하고 허가된 시험방법으로 해당 의약품을 품질 관리하여야 함을 알려드립니다.110 ","2024 Q144 의약품 수입자가 수행해야 하는 품질검사는 해외제조소에서 수입의약품의 출하 시 수행하는 모든 시험항목(기준 및 시험방법) 검사를 의미하나요? 의약품 수입자는 「약사법」 제42조제5항 및 제6항, 「의약품 등의 안전에 관한 규칙」 (총리령) 제60조제2항제1호에 따라 의약품등의 품질검사를 철저히 하고, 제6호에 따라 같은 규칙 제48조제9호의 구분에 동등하게 상응하는 해당 국가의 의약품 제조 및 품질관리기준(GMP)에 적합하게 제조된 의약품을 수입하여야 합니다. 또한, 동 규칙 (총리령) [별표 6의2]의 의약품등 수입관리기준을 준수하여 기준 및 시험방법을 포함하여 허가사항에 따른 제품표준서를 품목마다 작성하고 허가된 시험방법으로 해당 의약품을 품질 관리하여야 함을 알려드립니다.110 ","2024 Q144 의약품 수입자가 수행해야 하는 품질검사는 해외제조소에서 수입의약품의 출하 시 수행하는 모든 시험항목(기준 및 시험방법) 검사를 의미하나요? 의약품 수입자는 「약사법」 제42조제5항 및 제6항, 「의약품 등의 안전에 관한 규칙」 (총리령) 제60조제2항제1호에 따라 의약품등의 품질검사를 철저히 하고, 제6호에 따라 같은 규칙 제48조제9호의 구분에 동등하게 상응하는 해당 국가의 의약품 제조 및 품질관리기준(GMP)에 적합하게 제조된 의약품을 수입하여야 합니다. 또한, 동 규칙 (총리령) [별표 6의2]의 의약품등 수입관리기준을 준수하여 기준 및 시험방법을 포함하여 허가사항에 따른 제품표준서를 품목마다 작성하고 허가된 시험방법으로 해당 의약품을 품질 관리하여야 함을 알려드립니다.110 "
